商品No,製品名,形状,サイズ(g),入数,単価,1c/s単価,2c/s単価,3c/s単価,4c/s単価,タイプabc
10108,全卵,タリアテッレ,80,64,64,0,0,0,0,プレーン
10109,全卵,タリアテッレ,90,60,68,0,0,0,0,プレーン
10110,全卵,タリアテッレ,100,56,73,0,0,0,0,プレーン
10111,全卵,タリアテッレ,110,52,79,0,0,0,0,プレーン
10112,全卵,タリアテッレ,120,48,85,0,0,0,0,プレーン
10113,全卵,タリアテッレ,130,45,91,0,0,0,0,プレーン
10114,全卵,タリアテッレ,140,42,98,0,0,0,0,プレーン
10115,全卵,タリアテッレ,150,40,102,0,0,0,0,プレーン
10116,全卵,タリアテッレ,160,37,0,4080,3840,3733,3600,特注品
10118,全卵,タリアテッレ,180,33,0,4080,3840,3733,3600,特注品
10119,全卵,タリアテッレ,1000,8,0,4960,4720,4560,0,カラー
10170,全卵,タリアテッレ,130,60,0,0,0,0,0,特注品
10189,全卵,タリアテッレ,120,66,0,0,0,0,0,特注品
10197,全卵,タリアテッレ,100,80,0,5180,4955,4900,4700,特注品
10198,全卵,タリアテッレ,100,2,0,0,0,0,0,サンプル
10199,全卵,タリアテッレ,80,100,0,0,0,0,0,特注品
10208,全卵,フェットチーネ,80,64,64,0,0,0,0,プレーン
10209,全卵,フェットチーネ,90,60,68,0,0,0,0,プレーン
10210,全卵,フェットチーネ,100,56,73,0,0,0,0,プレーン
10211,全卵,フェットチーネ,110,52,79,0,0,0,0,プレーン
10212,全卵,フェットチーネ,120,48,85,0,0,0,0,プレーン
10213,全卵,フェットチーネ,130,45,91,0,0,0,0,プレーン
10214,全卵,フェットチーネ,140,42,98,0,0,0,0,プレーン
10215,全卵,フェットチーネ,150,40,102,0,0,0,0,プレーン
10216,全卵,フェットチーネ,160,37,0,4080,3840,3733,3600,特注品
10222,全卵,フェットチーネ,120,66,0,0,0,0,0,特注品
10229,全卵,フェットチーネ,1000,8,0,0,0,0,0,カラー
10260,全卵,フェットチーネ,130,60,0,0,0,0,0,特注品
10278,全卵,フェットチーネ,140,60,0,0,0,0,4935,特注品
10281,EGG,ＥＧＧ型（印字有）,130,45,0,0,0,0,0,特注品
10289,全卵,フェットチーネ,100,80,0,0,0,0,0,特注品
10297,全卵,フェットチーネ,1000,8,0,0,0,0,0,特注品
10298,全卵,フェットチーネ,100,2,0,0,0,0,0,サンプル
10299,全卵,フェットチーネ,80,100,0,0,0,0,0,特注品
10308,全卵,タリオリーニ,80,64,64,0,0,0,0,プレーン
10309,全卵,タリオリーニ,90,60,68,0,0,0,0,プレーン
10310,全卵,タリオリーニ,100,56,73,0,0,0,0,プレーン
10311,全卵,タリオリーニ,110,52,79,0,0,0,0,プレーン
10312,全卵,タリオリーニ,120,48,85,0,0,0,0,プレーン
10313,全卵,タリオリーニ,130,45,91,0,0,0,0,プレーン
10314,全卵,タリオリーニ,140,42,98,0,0,0,0,プレーン
10315,全卵,タリオリーニ,150,40,102,0,0,0,0,プレーン
10358,全卵,タリオリーニ,80,100,0,0,0,0,0,特注品
10378,全卵,タリオリーニ,90,88,0,0,0,0,0,特注品
10398,全卵,タリオリーニ,100,80,0,5180,4955,4700,0,特注品
10399,全卵,タリオリーニ,100,2,0,0,0,0,0,サンプル
10420,全卵,キタッラ,200,28,146,0,0,0,0,プレーン
10424,全卵,キタッラ,240,24,170,0,0,0,0,プレーン
10490,全卵,キタッラ,1000,8,0,0,0,0,0,カラー
10496,全卵,キタッラ,150,40,0,0,0,0,0,特注品
10498,全卵,キタッラ,200,1,0,0,0,0,0,サンプル
10508,全卵,パスタシート,80,64,64,0,0,0,0,プレーン
10509,全卵,パスタシート,90,60,68,0,0,0,0,プレーン
10510,全卵,パスタシート,100,56,73,0,0,0,0,プレーン
10511,全卵,パスタシート,110,52,79,0,0,0,0,プレーン
10512,全卵,パスタシート,120,48,85,0,0,0,0,プレーン
10513,全卵,パスタシート,130,45,91,0,0,0,0,プレーン
10514,全卵,パスタシート,140,42,98,0,0,0,0,プレーン
10515,全卵,パスタシート,150,40,102,0,0,0,0,プレーン
10519,全卵,パスタシート,100,80,0,0,0,0,0,特注品
10598,全卵,パスタシート,100,2,0,0,0,0,0,サンプル
10608,全卵,＃１８,80,64,64,4080,3840,3733,3600,プレーン
10609,全卵,＃１８,90,60,68,4080,3840,3733,3600,プレーン
10610,全卵,＃１８,100,56,73,4080,3840,3733,3600,プレーン
10611,全卵,＃１８,110,52,79,4080,3840,3733,3600,プレーン
10612,全卵,＃１８,120,48,85,4080,3840,3733,3600,プレーン
10613,全卵,＃１８,130,45,91,4080,3840,3733,3600,プレーン
10614,全卵,＃１８,140,42,98,4080,3840,3733,3600,プレーン
10615,全卵,＃１８,150,40,102,4080,3840,3733,3600,プレーン
10616,全卵,＃１８,130,50,0,0,0,0,0,特注品
10621,全卵,＃１８,80,64,0,4080,3840,3733,3600,カラー
10622,全卵,＃１８,90,60,0,4080,3840,3733,3600,カラー
10623,全卵,＃１８,100,56,0,4080,3840,3733,3600,カラー
10624,全卵,＃１８,110,52,0,4080,3840,3733,3600,カラー
10625,全卵,＃１８,120,48,0,4080,3840,3733,3600,カラー
10626,全卵,＃１８,130,45,0,4080,3840,3733,3600,カラー
10627,全卵,＃１８,140,42,0,4080,3840,3733,3600,カラー
10628,全卵,＃１８,150,40,0,4080,3840,3733,3600,カラー
10658,全卵,＃１８,100,80,0,0,0,0,0,特注品
10699,全卵,＃１８,100,2,0,0,0,0,0,サンプル
10755,全卵,タリアテッレ0.9mm,80,64,0,4080,0,0,0,特注品
10810,全卵,フェットチーネ0.9mm,100,56,0,0,0,0,0,特注品
10818,全卵,フェットチーネ0.9mm,180,33,0,0,0,0,0,特注品
10912,全卵,タリアテッレ1.6ｍｍ,120,48,0,0,0,0,0,特注品
10950,全卵,タリアテッレ1.6ｍｍ,100,56,0,0,0,0,0,特注品
11210,全卵,パスタシート0.9ｍｍ,100,56,0,4080,3840,3733,3600,特注品
11212,全卵,パスタシート0.9ｍｍ,120,48,0,4080,3840,3733,3600,特注品
11215,全卵,パスタシート0.9ｍｍ,150,40,0,0,0,0,0,特注品
11217,全卵,パスタシート0.9ｍｍ,130,45,0,4080,3840,3733,3600,特注品
11219,全卵,パスタシート0.9ｍｍ,110,52,0,0,0,0,0,特注品
11280,全卵,パスタシート0.9ｍｍ,100,2,0,0,0,0,0,サンプル
11282,全卵,パスタシート0.9ｍｍ,80,64,0,0,0,0,0,特注品
11310,全卵,パスタシート1.1ｍｍ,100,56,0,0,0,0,0,特注品
11378,全卵,パスタシート1.1ｍｍ,80,64,0,4080,3840,3733,3600,特注品
11381,全卵,パスタシート1.1ｍｍ,100,2,0,0,0,0,0,サンプル
11382,全卵,パスタシート1.1ｍｍ,90,60,0,4080,3840,3840,3733,特注品
11478,全卵,タリアッテレ(無地の箱),80,64,0,4080,3840,3733,3600,特注品
11479,全卵,タリアッテレ(無地の箱),110,52,0,0,0,0,0,特注品
11578,全卵,パッパルデッレ（無地の箱）,80,64,0,0,0,0,0,特注品
11930,全卵,タリアテッレ（印字有）,100,56,0,0,0,0,0,特注品
12323,全卵,スパゲッティ2.0,120,66,0,0,0,0,0,特注品
12727,全卵,タリアテッレ　50個,130,50,0,0,0,0,0,特注品
13186,全卵,パスタシート0.9ｍｍ(沖),100,80,0,0,0,0,0,特注品
13663,全卵,タリオリーニ　袋なし,120,66,0,5180,4955,4900,4700,特注品
13688,全卵,タリオリーニ　袋なし,80,100,0,0,0,0,0,特注品
13689,全卵,タリオリーニ　袋なし,100,80,0,5180,4955,4900,4700,特注品
14049,全卵,パッパルデッレ1.1ｍｍ,100,2,0,0,0,0,0,サンプル
14050,全卵,パッパルデッレ1.1ｍｍ,90,60,68,4080,3840,3733,3600,プレーン
14051,全卵,パッパルデッレ1.1ｍｍ,100,56,73,4080,3840,3733,3600,プレーン
14052,全卵,パッパルデッレ1.1ｍｍ,110,52,79,4080,3840,3733,3600,プレーン
14053,全卵,パッパルデッレ1.1ｍｍ,120,48,85,4080,3840,3733,3600,プレーン
14054,全卵,パッパルデッレ1.1ｍｍ,100,80,0,5180,4955,4900,4700,特注品
14055,全卵,パッパルデッレ1.1ｍｍ,1000,8,0,0,0,0,0,特注品
14056,全卵,パッパルデッレ1.1ｍｍ,100,80,0,5180,4955,4900,4700,特注品
14087,全卵,パッパルデッレ1.1ｍｍ,80,64,64,4080,3840,3733,3600,プレーン
14089,全卵,パッパルデッレ1.1ｍｍ,130,50,0,3700,3700,3700,3700,特注品
14888,全卵,タリアテッレ60個(袋なし),130,60,0,0,0,0,0,特注品
16701,全卵,パッパルデッレ1.1mm袋なし,120,66,0,0,0,0,0,特注品
16757,全卵,パッパルデッレ1.1mm袋なし,100,80,0,5180,4955,4900,4700,特注品
16778,全卵,パッパルデッレ1.1mm袋なし,80,64,64,4080,3840,3733,3600,カラー
16790,全卵,パッパルデッレ1.1mm袋なし,80,100,0,5180,4955,4900,4700,特注品
16902,全卵,全卵タリアテッレ（DD）,100,128,0,0,0,0,0,特注品
16978,全卵,全卵タリアテッレ（DD）,130,128,0,0,0,0,0,特注品
17382,全卵,パスタシート0.9mm（DD）,100,180,0,0,0,0,0,特注品
18120,全卵,タリアテッレ(袋なし),150,54,0,0,0,0,0,特注品
18129,全卵,タリアテッレ(袋なし),120,66,0,0,0,0,0,特注品
18158,全卵,タリアテッレ(袋なし),110,72,0,0,0,0,0,特注品
18299,全卵,キタッラ(袋なし),200,40,0,0,0,0,0,特注品
18359,全卵,パッパルデッレ1.6ｍｍ,110,52,0,0,0,0,0,特注品
18460,全卵,タリオリーニ(印字有),120,144,0,0,0,0,0,特注品
18561,全卵,フェットチーネ(印字有),120,144,0,0,0,0,0,特注品
18564,全卵,フェットチーネ(印字有),100,56,73,4080,3840,3733,3600,特注品
18662,全卵,キタッラ(袋なし33個入),240,33,0,0,4510,0,4510,特注品
18776,全卵,タリアテッレ(袋なし72個),110,72,0,5180,4955,4900,4700,特注品
18877,全卵,#12キタッラ(Ｍナポリタン),180,30,0,0,3840,0,3600,特注品
18901,全卵,フェットチーネ（18個×８）,100,144,0,0,0,0,0,特注品
20108,兵庫県産,タリアテッレ,80,64,0,0,0,0,0,特注品
20109,兵庫県産,タリアテッレ,90,60,0,0,0,0,0,特注品
20110,兵庫県産,タリアテッレ,100,56,0,0,0,0,0,特注品
20111,兵庫県産,タリアテッレ,110,52,0,0,0,0,0,特注品
20112,兵庫県産,タリアテッレ,120,48,0,0,0,0,0,特注品
20113,兵庫県産,タリアテッレ,130,45,0,0,0,0,0,特注品
20114,兵庫県産,タリアテッレ,140,42,0,0,0,0,0,特注品
20115,兵庫県産,タリアテッレ,150,40,0,0,0,0,0,特注品
20116,兵庫県産,タリアテッレ,100,2,0,0,0,0,0,サンプル
20208,兵庫県産,フェットチーネ,80,64,0,0,0,0,0,特注品
20209,兵庫県産,フェットチーネ,90,60,0,0,0,0,0,特注品
20210,兵庫県産,フェットチーネ,100,56,0,0,0,0,0,特注品
20211,兵庫県産,フェットチーネ,110,52,0,0,0,0,0,特注品
20212,兵庫県産,フェットチーネ,120,48,0,0,0,0,0,特注品
20213,兵庫県産,フェットチーネ,130,45,0,0,0,0,0,特注品
20214,兵庫県産,フェットチーネ,140,42,0,0,0,0,0,特注品
20215,兵庫県産,フェットチーネ,150,40,0,0,0,0,0,特注品
20217,兵庫県産,フェットチーネ,100,2,0,0,0,0,0,サンプル
20308,兵庫県産,タリオリーニ,80,64,0,0,0,0,0,特注品
20309,兵庫県産,タリオリーニ,90,60,0,0,0,0,0,特注品
20310,兵庫県産,タリオリーニ,100,56,0,0,0,0,0,特注品
20311,兵庫県産,タリオリーニ,110,52,0,0,0,0,0,特注品
20312,兵庫県産,タリオリーニ,120,48,0,0,0,0,0,特注品
20313,兵庫県産,タリオリーニ,130,45,0,0,0,0,0,特注品
20314,兵庫県産,タリオリーニ,140,42,0,0,0,0,0,特注品
20315,兵庫県産,タリオリーニ,150,40,0,0,0,0,0,特注品
20318,兵庫県産,タリオリーニ,100,2,0,0,0,0,0,サンプル
20424,兵庫県産,キタッラ,240,24,0,0,0,0,0,特注品
30108,Z,タリアテッレ,80,64,0,5520,5280,5173,5040,特注品
30109,Z,タリアテッレ,90,60,0,0,0,0,0,特注品
30110,Z,タリアテッレ,100,56,0,0,0,0,0,特注品
30111,Z,タリアテッレ,110,52,0,0,0,0,0,特注品
30112,Z,タリアテッレ,120,48,0,5520,5280,5173,5040,特注品
30113,Z,タリアテッレ,130,45,0,0,0,0,0,特注品
30114,Z,タリアテッレ,140,42,0,0,0,0,0,特注品
30115,Z,タリアテッレ,150,40,0,0,0,0,0,特注品
30198,Z,タリアテッレ,100,2,0,0,0,0,0,サンプル
30208,Z,フェットチーネ,80,64,0,5520,5280,5173,5040,特注品
30209,Z,フェットチーネ,90,60,0,0,0,0,0,特注品
30210,Z,フェットチーネ,100,56,0,5520,5280,5173,5040,特注品
30211,Z,フェットチーネ,110,52,0,0,0,0,0,特注品
30212,Z,フェットチーネ,120,48,0,5520,5280,5173,5040,特注品
30213,Z,フェットチーネ,130,45,0,0,0,0,0,特注品
30214,Z,フェットチーネ,140,42,0,0,0,0,0,特注品
30215,Z,フェットチーネ,150,40,0,0,0,0,0,特注品
30289,Z,フェットチーネ,160,37,0,0,0,0,0,特注品
30299,Z,フェットチーネ,100,2,0,0,0,0,0,サンプル
30306,Z,タリオリーニ,60,85,0,0,0,0,0,特注品
30308,Z,タリオリーニ,80,64,0,5520,5280,5173,5040,特注品
30309,Z,タリオリーニ,90,60,0,0,0,0,0,特注品
30310,Z,タリオリーニ,100,56,99,5520,5280,5173,5040,特注品
30311,Z,タリオリーニ,110,52,0,0,0,0,0,特注品
30312,Z,タリオリーニ,120,48,0,0,0,0,0,特注品
30313,Z,タリオリーニ,130,45,0,0,0,0,0,特注品
30314,Z,タリオリーニ,140,42,0,5520,5280,5173,5040,特注品
30315,Z,タリオリーニ,150,40,0,0,0,0,0,特注品
30316,Z,タリオリーニ,160,37,0,5520,5280,5173,5040,特注品
30317,Z,タリオリーニ,180,33,0,0,0,0,0,特注品
30318,Z,タリオリーニ,100,56,99,5520,5280,5173,5040,カラー
30325,Z,タリオリーニ,1000,8,0,7050,7050,0,0,特注品
30397,Z,タリオリーニ,100,2,0,0,0,0,0,サンプル
30398,Z,タリオリーニ,90,60,0,0,0,0,0,サンプル
30599,Z,パスタシート,100,56,0,0,0,0,0,特注品
31183,Z,タリオリーニ1.1mm,80,64,0,0,0,0,0,特注品
31186,Z,タリオリーニ1.1mm,110,52,0,0,0,0,0,特注品
31260,Z,パスタシート0.9ｍｍ,100,56,0,5520,5280,5173,0,特注品
31280,Z,パスタシート0.9ｍｍ,100,2,0,0,0,0,0,サンプル
31381,Z,パスタシート1.1ｍｍ,100,2,0,0,0,0,0,サンプル
31387,Z,パスタシート1.1ｍｍ,100,56,0,0,0,0,0,特注品
33582,Z,タリオ1.4mm(壁),80,100,0,0,0,0,0,特注品
33784,Z,フェットチーネ1.1ｍｍ,80,64,0,0,0,0,0,特注品
33785,Z,フェットチーネ1.1ｍｍ,110,52,0,0,0,0,0,特注品
33986,Z,パッパルデッレ0.9ｍｍ,80,64,0,5520,5280,5173,5040,カラー
33987,Z,パッパルデッレ0.9ｍｍ,90,60,0,5520,5280,5173,5040,カラー
33988,Z,パッパルデッレ0.9ｍｍ,100,56,0,5520,5280,5173,5040,カラー
33989,Z,パッパルデッレ0.9ｍｍ,110,52,0,5520,5280,5173,5040,カラー
33990,Z,パッパルデッレ0.9ｍｍ,120,48,0,5520,5280,5173,5040,カラー
33991,Z,パッパルデッレ0.9ｍｍ,100,2,0,0,0,0,0,サンプル
34120,Z,＃18 1.3ｍｍ,90,60,0,0,0,0,0,特注品
34121,Z,＃18 1.3ｍｍ,100,56,0,0,0,0,0,特注品
35219,Z,パスタシート 1.0mm,100,56,0,0,0,0,0,特注品
40108,ほうれん草,タリアテッレ,80,64,0,0,4800,4800,4800,カラー
40109,ほうれん草,タリアテッレ,90,60,0,0,4800,4800,4800,カラー
40110,ほうれん草,タリアテッレ,100,56,90,5040,4800,4800,4800,カラー
40111,ほうれん草,タリアテッレ,110,52,0,0,4800,4800,4800,カラー
40112,ほうれん草,タリアテッレ,120,48,0,0,4800,4800,4800,カラー
40113,ほうれん草,タリアテッレ,130,45,0,0,4800,4800,4800,カラー
40114,ほうれん草,タリアテッレ,140,42,0,0,4800,4800,4800,カラー
40115,ほうれん草,タリアテッレ,150,40,0,0,4800,4800,4800,カラー
40198,ほうれん草,タリアテッレ,100,2,0,0,0,0,0,サンプル
40199,ほうれん草,タリアテッレ,100,80,0,0,0,0,0,特注品
40208,ほうれん草,フェットチーネ,80,64,0,0,4800,4800,4800,カラー
40209,ほうれん草,フェットチーネ,90,60,0,0,4800,4800,4800,カラー
40210,ほうれん草,フェットチーネ,100,56,0,0,4800,4800,4800,カラー
40211,ほうれん草,フェットチーネ,110,52,0,0,4800,4800,4800,カラー
40212,ほうれん草,フェットチーネ,120,48,0,0,4800,4800,4800,カラー
40213,ほうれん草,フェットチーネ,130,45,0,0,4800,4800,4800,カラー
40214,ほうれん草,フェットチーネ,140,42,0,0,4800,4800,4800,カラー
40215,ほうれん草,フェットチーネ,150,40,0,0,4800,4800,4800,カラー
40217,ほうれん草,フェットチーネ,100,56,0,0,0,0,0,特注品
40308,ほうれん草,タリオリーニ,80,64,0,0,4800,4800,4800,カラー
40309,ほうれん草,タリオリーニ,90,60,0,0,4800,4800,4800,カラー
40310,ほうれん草,タリオリーニ,100,56,0,0,4800,4800,4800,カラー
40311,ほうれん草,タリオリーニ,110,52,0,0,4800,4800,4800,カラー
40312,ほうれん草,タリオリーニ,120,48,0,0,4800,4800,4800,カラー
40313,ほうれん草,タリオリーニ,130,45,0,0,4800,4800,4800,カラー
40314,ほうれん草,タリオリーニ,140,42,0,0,4800,4800,4800,カラー
40315,ほうれん草,タリオリーニ,150,40,0,0,4800,4800,4800,カラー
40318,ほうれん草,タリオリーニ,100,56,0,0,0,0,0,特注品
40420,ほうれん草,キタッラ,200,28,0,0,4800,4800,4800,カラー
40508,ほうれん草,パスタシート,80,64,0,0,4800,4800,4800,カラー
40509,ほうれん草,パスタシート,90,60,0,0,4800,4800,4800,カラー
40510,ほうれん草,パスタシート,100,56,0,0,4800,4800,4800,カラー
40511,ほうれん草,パスタシート,110,52,0,0,4800,4800,4800,カラー
40512,ほうれん草,パスタシート,120,48,0,0,4800,4800,4800,カラー
40513,ほうれん草,パスタシート,130,45,0,0,4800,4800,4800,カラー
40514,ほうれん草,パスタシート,140,42,0,0,4800,4800,4800,カラー
40515,ほうれん草,パスタシート,150,40,0,0,4800,4800,4800,カラー
40519,ほうれん草,パスタシート,100,56,0,0,0,0,0,特注品
41208,ほうれん草,パスタシート0.9ｍｍ,80,64,0,0,4800,4800,4800,特注品
41212,ほうれん草,パスタシート0.9ｍｍ,120,48,0,0,4800,4800,4800,特注品
44019,ほうれん草,パッパルデッレ1.1ｍｍ,100,56,0,0,0,4800,4800,カラー
44301,ほうれん草,タリオリーニ 60個(壁),130,60,0,6540,12510,18765,25020,特注品
50108,トマト,タリアテッレ,80,64,0,0,5200,5200,5200,カラー
50109,トマト,タリアテッレ,90,60,0,0,5200,5200,5200,カラー
50110,トマト,タリアテッレ,100,56,0,0,5200,5200,5200,カラー
50111,トマト,タリアテッレ,110,52,0,0,5200,5200,5200,カラー
50112,トマト,タリアテッレ,120,48,0,0,5200,5200,5200,カラー
50113,トマト,タリアテッレ,130,45,0,0,5200,5200,5200,カラー
50114,トマト,タリアテッレ,140,42,0,0,5200,5200,5200,カラー
50115,トマト,タリアテッレ,150,40,0,0,5200,5200,5200,カラー
50116,トマト,タリアテッレ,100,2,0,0,0,0,0,サンプル
50117,トマト,タリアテッレ,150,2,0,0,0,0,0,サンプル
50208,トマト,フェットチーネ,80,64,0,0,5200,5200,5200,カラー
50209,トマト,フェットチーネ,90,60,0,0,5200,5200,5200,カラー
50210,トマト,フェットチーネ,100,56,0,0,5200,5200,5200,カラー
50211,トマト,フェットチーネ,110,52,0,0,5200,5200,5200,カラー
50212,トマト,フェットチーネ,120,48,0,0,5200,5200,5200,カラー
50213,トマト,フェットチーネ,130,45,0,0,5200,5200,5200,カラー
50214,トマト,フェットチーネ,140,42,0,0,5200,5200,5200,カラー
50215,トマト,フェットチーネ,150,40,0,0,5200,5200,5200,カラー
50308,トマト,タリオリーニ,80,64,0,0,5200,5200,5200,カラー
50309,トマト,タリオリーニ,90,60,0,0,5200,5200,5200,カラー
50310,トマト,タリオリーニ,100,56,98,5440,5200,5200,5200,カラー
50311,トマト,タリオリーニ,110,52,0,0,5200,5200,5200,カラー
